cap-shape,cap-color,bruises,stalk-shape,stalk-color-above-ring,stalk-color-below-ring,ring-number,spore-print-color,population,habitat,class
f,n,f,t,p,p,o,w,v,d,p
f,n,f,t,p,p,o,w,v,l,p
f,e,f,t,p,w,o,w,v,l,p
f,e,f,t,w,p,o,w,v,l,p
x,e,f,t,w,w,o,w,v,p,p
f,n,f,t,w,p,o,w,v,p,p
x,e,f,t,w,p,o,w,v,d,p
f,e,f,t,w,w,o,w,v,l,p
x,n,f,t,p,w,o,w,v,p,p
f,n,f,t,w,w,o,w,v,p,p
f,e,f,t,p,p,o,w,v,d,p
x,e,f,t,p,w,o,w,v,l,p
f,n,f,t,w,w,o,w,v,d,p
f,n,f,t,p,p,o,w,v,l,p
x,e,f,t,p,p,o,w,v,l,p
f,n,f,t,p,p,o,w,v,l,p
f,n,f,t,p,w,o,w,v,l,p
x,n,f,t,p,p,o,w,v,p,p
f,e,f,t,w,p,o,w,v,p,p
x,e,f,t,p,w,o,w,v,l,p
x,e,f,t,w,p,o,w,v,p,p
f,e,f,t,w,w,o,w,v,l,p
f,e,f,t,p,p,o,w,v,d,p
x,e,f,t,w,w,o,w,v,l,p
x,e,f,t,p,w,o,w,v,l,p
x,n,f,t,w,p,o,w,v,l,p
x,e,f,t,p,p,o,w,v,l,p
k,e,f,t,p,w,o,w,v,p,p
x,c,t,e,w,w,t,w,v,p,e
x,e,f,t,w,p,o,w,v,p,p
f,n,f,t,w,p,o,w,v,d,p
x,n,f,t,p,w,o,w,v,l,p
f,n,f,t,p,p,o,w,v,p,p
f,e,f,t,p,w,o,w,v,l,p
f,e,f,t,w,w,o,w,v,l,p
x,e,f,t,p,p,o,w,v,l,p
x,e,f,t,p,w,o,w,v,l,p
x,n,f,t,w,p,o,w,v,d,p
x,e,f,t,w,w,o,w,v,d,p
f,e,f,t,w,p,o,w,v,p,p
f,n,f,t,w,w,o,w,v,l,p
f,e,f,t,w,w,o,w,v,p,p
x,e,f,t,p,p,o,w,v,l,p
k,e,f,t,w,w,o,w,v,p,p
f,n,f,t,w,w,o,w,v,d,p
f,n,f,t,w,w,o,w,v,d,p
x,e,f,t,w,p,o,w,v,p,p
f,n,f,t,w,p,o,w,v,l,p
f,e,f,t,w,p,o,w,v,p,p
f,e,f,t,p,w,o,w,v,l,p
b,w,f,e,w,w,t,w,n,g,e
x,e,f,t,w,p,o,w,v,l,p
x,e,f,t,p,p,o,w,v,p,p
f,e,f,t,w,w,o,w,v,l,p
f,e,f,t,w,p,o,w,v,l,p
k,w,f,e,w,w,t,w,s,g,e
x,n,f,t,p,w,o,w,v,p,p
f,n,f,t,p,p,o,w,v,p,p
x,n,f,t,p,p,o,w,v,d,p
f,e,f,t,w,w,o,w,v,d,p
x,n,f,t,w,p,o,w,v,p,p
x,n,f,t,w,p,o,w,v,p,p
x,e,f,t,w,p,o,w,v,p,p
k,n,f,t,w,p,o,w,v,d,p
x,e,f,t,w,w,o,w,v,d,p
x,e,f,t,w,p,o,w,v,d,p
x,e,f,t,w,w,o,w,v,d,p
x,e,f,t,w,w,o,w,v,d,p
x,e,f,t,p,p,o,w,v,d,p
x,e,f,t,w,p,o,w,v,l,p
x,e,f,t,w,p,o,w,v,d,p
f,e,f,t,w,w,o,w,v,d,p
x,n,f,t,p,w,o,w,v,d,p
f,n,f,t,p,w,o,w,v,d,p
x,e,f,t,w,w,o,w,v,d,p
f,e,f,t,p,w,o,w,v,p,p
x,n,f,t,w,p,o,w,v,l,p
f,e,f,t,p,w,o,w,v,d,p
x,n,f,t,w,p,o,w,v,l,p
k,n,f,t,p,w,o,w,v,p,p
f,e,f,t,p,p,o,w,v,l,p
f,e,f,t,p,p,o,w,v,l,p
f,e,f,t,w,p,o,w,v,p,p
k,n,f,t,p,p,o,w,v,p,p
f,n,f,t,w,w,o,w,v,l,p
f,e,f,t,w,w,o,w,v,p,p
x,e,f,t,w,w,o,w,v,d,p
f,e,f,t,p,w,o,w,v,l,p
f,e,f,t,p,p,o,w,v,l,p
f,n,f,t,p,w,o,w,v,d,p
f,n,f,t,p,w,o,w,v,d,p
x,e,f,t,w,w,o,w,v,p,p
x,e,f,t,p,p,o,w,v,l,p
f,e,f,t,w,p,o,w,v,p,p
k,e,f,t,w,w,o,w,v,d,p
f,e,f,t,p,w,o,w,v,p,p
k,n,f,t,w,p,o,w,v,d,p
x,e,f,t,w,p,o,w,v,l,p
x,e,f,t,w,p,o,w,v,p,p
x,n,f,t,p,w,o,w,v,l,p
f,n,f,t,p,p,o,w,v,l,p
x,e,f,t,p,p,o,w,v,p,p
b,g,f,e,w,w,t,w,n,g,e
x,e,f,t,p,p,o,w,v,p,p
x,e,f,t,p,w,o,w,v,d,p
f,e,f,t,p,p,o,w,v,l,p
x,e,f,t,w,p,o,w,v,p,p
f,e,f,t,p,w,o,w,v,d,p
f,e,f,t,w,p,o,w,v,l,p
x,n,f,t,w,w,o,w,v,d,p
f,n,f,t,w,p,o,w,v,p,p
k,w,f,e,w,w,t,w,s,g,e
f,e,f,t,w,w,o,w,v,p,p
x,e,f,t,w,p,o,w,v,p,p
f,n,f,t,w,p,o,w,v,l,p
f,n,f,t,p,w,o,w,v,l,p
x,e,f,t,w,p,o,w,v,l,p
f,e,f,t,w,w,o,w,v,d,p
f,e,f,t,p,w,o,w,v,p,p
f,n,f,t,w,w,o,w,v,p,p
x,e,f,t,p,w,o,w,v,p,p
f,e,f,t,p,w,o,w,v,d,p
b,g,f,e,w,w,t,w,n,g,e
k,e,f,t,w,w,o,w,v,l,p
x,e,f,t,p,w,o,w,v,l,p
k,e,f,t,w,p,o,w,v,l,p
x,n,f,t,p,p,o,w,v,p,p
k,w,f,e,w,w,t,w,s,g,e
f,e,f,t,p,p,o,w,v,d,p
x,n,f,t,p,p,o,w,v,p,p
k,e,f,t,w,w,o,w,v,p,p
k,n,f,t,w,w,o,w,v,l,p
k,e,f,t,p,p,o,w,v,p,p
x,e,f,t,w,w,o,w,v,d,p
f,e,f,t,p,p,o,w,v,p,p
f,e,f,t,p,p,o,w,v,p,p
x,e,f,t,p,p,o,w,v,d,p
f,n,f,t,p,w,o,w,v,d,p
x,e,f,t,p,w,o,w,v,d,p
f,n,f,t,w,p,o,w,v,l,p
x,e,f,t,w,p,o,w,v,l,p
k,n,f,t,w,p,o,w,v,l,p
f,e,f,t,w,w,o,w,v,l,p
x,n,f,t,p,p,o,w,v,p,p
f,n,f,t,p,p,o,w,v,d,p
f,e,f,t,w,p,o,w,v,d,p
x,e,f,t,p,w,o,w,v,d,p
f,n,f,t,w,p,o,w,v,d,p
f,n,f,t,p,p,o,w,v,l,p
x,e,f,t,p,p,o,w,v,d,p
x,e,f,t,p,p,o,w,v,d,p
f,e,f,t,p,p,o,w,v,l,p
f,e,f,t,p,w,o,w,v,l,p
f,e,f,t,w,p,o,w,v,d,p
x,n,f,t,p,w,o,w,v,l,p
f,n,f,t,w,w,o,w,v,d,p
x,n,f,t,p,w,o,w,v,l,p
f,n,f,t,w,p,o,w,v,p,p
k,n,f,t,p,w,o,w,v,d,p
x,e,f,t,p,w,o,w,v,p,p
f,n,f,t,w,w,o,w,v,d,p
x,e,f,t,p,p,o,w,v,p,p
f,e,f,t,p,w,o,w,v,d,p
x,e,f,t,w,w,o,w,v,d,p
f,e,f,t,w,w,o,w,v,l,p
f,e,f,t,w,p,o,w,v,d,p
f,e,f,t,w,w,o,w,v,l,p
k,e,f,t,w,w,o,w,v,l,p
x,e,f,t,p,p,o,w,v,p,p
k,g,f,e,w,w,t,w,s,g,e
x,n,f,t,p,w,o,w,v,l,p
f,e,f,t,p,w,o,w,v,d,p
f,n,f,t,p,p,o,w,v,d,p
f,e,f,t,p,p,o,w,v,l,p
f,n,f,t,p,p,o,w,v,p,p
x,e,f,t,w,p,o,w,v,p,p
x,e,f,t,w,w,o,w,v,p,p
x,e,f,t,w,p,o,w,v,d,p
x,e,f,t,p,w,o,w,v,p,p
f,e,f,t,p,w,o,w,v,d,p
x,e,f,t,p,p,o,w,v,p,p
x,n,f,t,p,p,o,w,v,l,p
f,n,f,t,p,w,o,w,v,l,p
k,n,f,t,w,w,o,w,v,d,p
x,e,f,t,p,w,o,w,v,p,p
x,n,f,t,p,w,o,w,v,l,p
x,e,f,t,p,w,o,w,v,p,p
b,w,f,e,w,w,t,w,s,g,e
f,e,f,t,p,w,o,w,v,p,p
x,e,f,t,p,w,o,w,v,l,p
x,e,f,t,w,p,o,w,v,d,p
f,n,f,t,w,p,o,w,v,p,p
f,e,f,t,p,p,o,w,v,l,p
f,n,f,t,w,p,o,w,v,d,p
f,e,f,t,w,p,o,w,v,d,p
f,n,f,t,p,w,o,w,v,d,p
x,e,f,t,w,p,o,w,v,l,p
f,n,f,t,p,w,o,w,v,d,p
x,n,f,t,w,w,o,w,v,l,p
f,e,f,t,p,p,o,w,v,p,p
x,n,f,t,w,w,o,w,v,d,p
f,e,f,t,p,w,o,w,v,l,p
x,e,f,t,p,w,o,w,v,p,p
f,n,f,t,w,w,o,w,v,p,p
x,e,f,t,p,p,o,w,v,l,p
f,n,f,t,w,w,o,w,v,p,p
f,n,f,t,w,p,o,w,v,p,p
x,n,f,t,w,w,o,w,v,p,p
f,e,f,t,w,p,o,w,v,d,p
k,n,f,t,p,p,o,w,v,p,p
x,e,f,t,p,p,o,w,v,l,p
x,e,f,t,p,w,o,w,v,d,p
k,n,f,t,p,p,o,w,v,d,p
x,e,f,t,p,p,o,w,v,p,p
x,e,f,t,p,w,o,w,v,p,p
f,n,f,t,w,w,o,w,v,l,p
f,e,f,t,p,w,o,w,v,d,p
f,e,f,t,p,p,o,w,v,p,p
f,n,f,t,w,p,o,w,v,l,p
f,e,f,t,p,w,o,w,v,p,p
f,e,f,t,p,w,o,w,v,l,p
k,e,f,t,p,p,o,w,v,d,p
x,n,f,t,w,p,o,w,v,d,p
f,n,f,t,p,p,o,w,v,d,p
f,e,f,t,w,w,o,w,v,p,p
k,n,f,t,w,w,o,w,v,d,p
f,n,f,t,p,w,o,w,v,p,p
x,e,f,t,p,w,o,w,v,l,p
x,e,f,t,w,p,o,w,v,p,p
x,e,f,t,p,p,o,w,v,p,p
f,n,f,t,p,w,o,w,v,l,p
f,n,f,t,p,w,o,w,v,p,p
f,e,f,t,p,w,o,w,v,p,p
k,n,f,t,w,w,o,w,v,l,p
x,n,f,t,p,p,o,w,v,d,p
x,e,f,t,p,p,o,w,v,l,p
x,n,f,t,p,w,o,w,v,l,p
f,e,f,t,w,p,o,w,v,p,p
k,e,f,t,p,p,o,w,v,d,p
x,g,f,e,w,w,t,w,s,g,e
f,e,f,t,p,w,o,w,v,l,p
x,e,f,t,w,p,o,w,v,l,p
x,e,f,t,p,w,o,w,v,l,p
x,e,f,t,p,w,o,w,v,d,p
f,n,f,t,p,p,o,w,v,p,p
f,n,f,t,p,p,o,w,v,l,p
x,n,f,t,w,p,o,w,v,p,p
x,e,f,t,w,p,o,w,v,l,p
f,e,f,t,p,w,o,w,v,d,p
f,n,f,t,p,p,o,w,v,l,p
f,n,f,t,w,p,o,w,v,l,p
f,n,f,t,w,p,o,w,v,d,p
x,e,f,t,w,p,o,w,v,l,p
x,e,f,t,w,w,o,w,v,p,p
f,n,f,t,p,p,o,w,v,l,p
f,n,f,t,w,p,o,w,v,d,p
x,e,f,t,p,w,o,w,v,d,p
f,n,f,t,w,p,o,w,v,l,p
f,n,f,t,p,p,o,w,v,p,p
f,n,f,t,p,p,o,w,v,p,p
x,n,f,t,w,w,o,w,v,l,p
f,n,f,t,w,p,o,w,v,l,p
f,n,f,t,p,w,o,w,v,p,p
x,n,f,t,w,w,o,w,v,p,p
f,n,f,t,w,p,o,w,v,p,p
x,n,f,t,p,w,o,w,v,p,p
x,n,f,t,p,w,o,w,v,p,p
f,n,f,t,w,p,o,w,v,p,p
f,n,f,t,p,p,o,w,v,d,p
x,e,f,t,p,p,o,w,v,d,p
f,e,f,t,w,p,o,w,v,l,p
f,n,f,t,p,p,o,w,v,d,p
f,e,f,t,w,p,o,w,v,l,p
x,n,f,t,p,w,o,w,v,p,p
k,w,f,e,w,w,t,w,n,g,e
x,n,f,t,w,p,o,w,v,p,p
f,n,f,t,w,p,o,w,v,d,p
f,n,f,t,w,w,o,w,v,p,p
f,n,f,t,w,w,o,w,v,d,p
f,n,f,t,p,w,o,w,v,d,p
f,n,f,t,w,w,o,w,v,l,p
f,n,f,t,p,p,o,w,v,d,p
f,e,f,t,p,w,o,w,v,p,p
b,n,f,e,o,o,o,o,v,l,e
f,e,f,t,w,p,o,w,v,d,p
f,e,f,t,p,p,o,w,v,p,p
x,e,f,t,p,p,o,w,v,l,p
f,n,f,t,w,w,o,w,v,l,p
f,e,f,t,w,p,o,w,v,p,p
f,n,f,t,p,p,o,w,v,l,p
f,e,f,t,w,p,o,w,v,l,p
f,n,f,t,w,p,o,w,v,p,p
k,n,f,t,w,w,o,w,v,p,p
f,e,f,t,p,p,o,w,v,l,p
f,e,f,t,p,p,o,w,v,d,p
x,e,f,t,w,p,o,w,v,p,p
f,n,f,t,p,p,o,w,v,l,p
x,e,f,t,p,w,o,w,v,p,p
k,n,f,t,w,w,o,w,v,p,p
x,n,f,t,w,p,o,w,v,p,p
x,e,f,t,w,p,o,w,v,d,p
f,n,f,t,w,w,o,w,v,d,p
f,e,f,t,p,p,o,w,v,d,p
f,n,f,t,w,w,o,w,v,p,p
x,w,f,e,w,w,t,w,s,g,e
f,n,f,t,w,p,o,w,v,d,p
f,n,f,t,w,p,o,w,v,l,p
x,e,f,t,p,p,o,w,v,l,p
f,e,f,t,w,p,o,w,v,l,p
x,n,f,t,w,p,o,w,v,p,p
x,e,f,t,p,w,o,w,v,l,p
k,g,f,e,w,w,t,w,s,g,e
f,e,f,t,w,p,o,w,v,l,p
f,e,f,t,w,w,o,w,v,p,p
b,w,f,e,w,w,t,w,s,g,e
f,n,f,t,p,w,o,w,v,l,p
x,e,f,t,w,w,o,w,v,l,p
x,e,f,t,p,p,o,w,v,d,p
f,n,f,t,w,w,o,w,v,p,p
x,n,f,t,p,p,o,w,v,d,p
f,e,f,t,w,w,o,w,v,p,p
f,e,f,t,p,p,o,w,v,l,p
f,e,f,t,p,w,o,w,v,l,p
x,e,f,e,c,c,n,w,c,d,p
f,n,f,t,p,p,o,w,v,d,p
f,e,f,t,w,w,o,w,v,d,p
x,e,f,t,p,w,o,w,v,p,p
f,e,f,t,p,w,o,w,v,p,p
f,e,f,t,w,w,o,w,v,p,p
f,e,f,t,p,w,o,w,v,l,p
x,e,f,t,w,w,o,w,v,l,p
f,e,f,t,p,w,o,w,v,p,p
x,n,f,e,o,o,o,y,c,l,e
f,n,f,t,p,w,o,w,v,d,p
f,e,f,t,w,p,o,w,v,l,p
f,e,f,t,w,w,o,w,v,l,p
x,n,f,t,p,w,o,w,v,p,p
x,e,f,t,p,p,o,w,v,d,p
x,e,f,t,p,p,o,w,v,d,p
x,e,f,t,w,p,o,w,v,p,p
x,e,f,t,p,p,o,w,v,p,p
f,e,f,t,w,w,o,w,v,p,p
x,n,f,e,o,o,o,o,v,l,e
f,n,f,t,p,p,o,w,v,p,p
x,e,f,t,w,w,o,w,v,p,p
f,n,f,t,w,p,o,w,v,d,p
f,e,f,t,w,w,o,w,v,p,p
x,e,f,t,p,w,o,w,v,d,p
x,n,f,t,p,w,o,w,v,d,p
x,n,f,t,w,p,o,w,v,l,p
x,n,f,t,w,w,o,w,v,l,p
x,e,f,t,p,w,o,w,v,d,p
f,n,f,t,p,p,o,w,v,l,p
f,n,f,t,w,p,o,w,v,l,p
k,e,f,t,p,p,o,w,v,l,p
x,n,f,t,w,p,o,w,v,d,p
f,n,f,t,p,w,o,w,v,p,p
k,w,f,e,w,w,t,w,n,g,e
f,e,f,t,w,w,o,w,v,l,p
x,e,f,t,p,w,o,w,v,l,p
f,n,f,t,w,p,o,w,v,d,p
f,n,f,t,p,p,o,w,v,p,p
f,e,f,t,p,w,o,w,v,d,p
x,n,f,t,p,p,o,w,v,p,p
f,n,f,t,w,p,o,w,v,l,p
x,n,f,t,w,p,o,w,v,l,p
k,n,f,t,p,p,o,w,v,l,p
f,e,f,t,w,p,o,w,v,d,p
f,e,f,t,p,p,o,w,v,l,p
f,e,f,t,w,w,o,w,v,l,p
f,e,f,t,w,p,o,w,v,p,p
f,n,f,t,w,w,o,w,v,p,p
f,n,f,t,w,p,o,w,v,l,p
k,n,f,t,p,w,o,w,v,l,p
k,n,f,t,p,w,o,w,v,p,p
f,e,f,t,w,p,o,w,v,p,p
x,e,f,t,w,p,o,w,v,d,p
k,n,f,t,p,w,o,w,v,l,p
x,e,f,t,p,p,o,w,v,p,p
f,n,f,t,p,w,o,w,v,d,p
x,e,f,t,w,w,o,w,v,l,p
f,n,f,t,p,w,o,w,v,p,p
x,n,f,t,w,p,o,w,v,l,p
f,e,f,t,w,p,o,w,v,d,p
x,n,f,t,w,p,o,w,v,l,p
x,e,f,t,w,w,o,w,v,p,p
x,e,f,t,w,w,o,w,v,d,p
x,n,f,t,p,p,o,w,v,p,p
x,e,f,t,w,w,o,w,v,d,p
f,e,f,t,p,w,o,w,v,p,p
f,e,f,t,p,w,o,w,v,d,p
x,e,f,t,w,w,o,w,v,d,p
f,e,f,t,w,w,o,w,v,l,p
f,e,f,t,w,w,o,w,v,p,p
f,e,f,t,p,w,o,w,v,l,p
f,n,f,t,w,p,o,w,v,d,p
f,n,f,t,w,w,o,w,v,p,p
x,e,f,t,w,p,o,w,v,p,p
f,n,f,t,p,p,o,w,v,l,p
f,n,f,t,p,p,o,w,v,d,p
f,n,f,t,p,p,o,w,v,l,p
f,e,f,t,p,w,o,w,v,l,p
f,e,f,t,p,w,o,w,v,p,p
f,n,f,t,w,p,o,w,v,d,p
f,e,f,t,w,p,o,w,v,d,p
f,e,f,t,w,p,o,w,v,d,p
f,n,f,t,p,p,o,w,v,d,p
f,e,f,t,w,w,o,w,v,d,p
f,n,f,t,p,p,o,w,v,d,p
k,e,f,t,p,p,o,w,v,d,p
f,e,f,t,w,w,o,w,v,d,p
f,e,f,t,w,p,o,w,v,d,p
f,e,f,t,w,p,o,w,v,d,p
f,n,f,t,w,p,o,w,v,l,p
f,e,f,t,p,p,o,w,v,p,p
f,n,f,t,p,p,o,w,v,p,p
x,e,f,t,w,w,o,w,v,d,p
x,w,f,e,w,w,t,w,n,g,e
x,e,f,t,w,w,o,w,v,d,p
x,e,f,t,p,w,o,w,v,l,p
f,n,f,t,p,w,o,w,v,l,p
x,e,f,t,p,p,o,w,v,d,p
x,n,f,t,w,w,o,w,v,d,p
x,n,f,t,w,w,o,w,v,p,p
x,n,f,t,w,w,o,w,v,l,p
x,g,f,e,w,w,t,w,n,g,e
f,e,f,t,w,p,o,w,v,l,p
f,e,f,t,w,p,o,w,v,l,p
x,e,f,t,w,w,o,w,v,p,p
x,n,f,t,p,w,o,w,v,p,p
k,e,f,t,p,p,o,w,v,p,p
k,e,f,t,w,w,o,w,v,d,p
f,e,f,t,p,p,o,w,v,d,p
x,n,f,t,w,w,o,w,v,l,p
f,n,f,t,w,w,o,w,v,l,p
x,e,f,t,w,w,o,w,v,p,p
f,n,f,t,w,w,o,w,v,d,p
x,n,f,t,w,w,o,w,v,p,p
k,w,f,e,w,w,t,w,n,g,e
k,n,f,t,p,w,o,w,v,d,p
f,e,f,t,p,w,o,w,v,d,p
x,e,f,t,p,p,o,w,v,d,p
x,n,f,t,p,p,o,w,v,l,p
x,n,f,t,w,p,o,w,v,d,p
f,e,f,t,w,p,o,w,v,l,p
f,n,f,t,w,p,o,w,v,l,p
x,e,f,t,w,w,o,w,v,l,p
f,e,f,t,p,p,o,w,v,p,p
x,e,f,t,p,w,o,w,v,d,p
x,n,f,t,p,w,o,w,v,p,p
f,n,f,t,w,p,o,w,v,l,p
f,e,f,t,w,p,o,w,v,l,p
f,n,f,t,w,w,o,w,v,l,p
f,n,f,t,w,w,o,w,v,d,p
f,n,f,t,p,p,o,w,v,p,p
f,e,f,t,p,w,o,w,v,p,p
f,e,f,t,w,p,o,w,v,l,p
x,e,f,t,w,p,o,w,v,p,p
k,e,f,t,p,p,o,w,v,p,p
f,e,f,t,p,w,o,w,v,p,p
f,n,f,t,w,p,o,w,v,p,p
f,n,f,t,p,p,o,w,v,d,p
f,e,f,t,w,w,o,w,v,p,p
k,e,f,t,w,p,o,w,v,p,p
f,e,f,t,w,w,o,w,v,p,p
f,n,f,t,p,w,o,w,v,p,p
x,n,f,e,o,o,o,b,v,l,e
x,n,f,t,p,w,o,w,v,l,p
k,n,f,t,p,w,o,w,v,l,p
f,n,f,t,w,p,o,w,v,d,p
f,n,f,t,w,w,o,w,v,d,p
x,n,f,t,w,p,o,w,v,p,p
f,n,f,t,w,w,o,w,v,d,p
f,e,f,t,p,p,o,w,v,p,p
f,e,f,t,p,p,o,w,v,d,p
f,n,f,t,p,w,o,w,v,l,p
x,e,f,t,w,p,o,w,v,l,p
x,n,f,t,w,w,o,w,v,p,p
x,e,f,t,p,p,o,w,v,p,p
x,e,f,t,p,p,o,w,v,d,p
f,e,f,t,p,w,o,w,v,l,p
x,e,f,t,p,w,o,w,v,p,p
k,e,f,t,p,w,o,w,v,l,p
x,e,f,t,w,p,o,w,v,p,p
f,n,f,t,w,p,o,w,v,p,p
f,n,f,t,p,p,o,w,v,l,p
x,n,f,t,w,p,o,w,v,d,p
k,e,f,t,w,w,o,w,v,p,p
x,e,f,t,p,w,o,w,v,l,p
f,n,f,t,p,w,o,w,v,d,p
f,e,f,t,w,w,o,w,v,d,p
f,n,f,t,p,p,o,w,v,p,p
f,n,f,t,p,p,o,w,v,l,p
f,e,f,t,w,p,o,w,v,p,p
k,n,f,t,w,p,o,w,v,p,p
f,e,f,t,w,w,o,w,v,l,p
f,e,f,t,p,w,o,w,v,p,p
f,n,f,t,w,w,o,w,v,d,p
x,n,f,t,w,p,o,w,v,l,p
f,n,f,t,p,w,o,w,v,d,p
f,e,f,t,w,w,o,w,v,d,p
x,e,f,t,p,p,o,w,v,d,p
f,e,f,t,w,w,o,w,v,p,p
x,n,f,t,w,p,o,w,v,l,p
f,n,f,t,p,p,o,w,v,p,p
f,n,f,t,w,w,o,w,v,l,p
f,e,f,t,p,p,o,w,v,p,p
x,g,f,e,w,w,t,w,n,g,e
k,n,f,t,p,w,o,w,v,p,p
x,e,f,t,w,w,o,w,v,p,p
x,n,f,t,w,w,o,w,v,p,p
x,n,f,t,w,p,o,w,v,d,p
f,e,f,t,p,w,o,w,v,l,p
k,n,f,t,p,p,o,w,v,l,p
x,e,f,t,p,w,o,w,v,d,p
x,n,f,t,w,w,o,w,v,d,p
k,n,f,t,p,p,o,w,v,d,p
x,e,f,t,p,w,o,w,v,l,p
k,n,f,t,p,w,o,w,v,p,p
x,n,f,t,w,w,o,w,v,p,p
x,e,f,t,p,w,o,w,v,d,p
f,e,f,t,w,w,o,w,v,d,p
f,n,f,t,w,p,o,w,v,l,p
f,n,f,t,p,p,o,w,v,p,p
f,e,f,t,p,w,o,w,v,p,p
x,e,f,t,w,p,o,w,v,l,p
x,e,f,t,p,p,o,w,v,l,p
f,n,f,t,p,w,o,w,v,p,p
f,e,f,t,w,w,o,w,v,d,p
x,n,f,t,p,w,o,w,v,d,p
x,e,f,t,w,p,o,w,v,d,p
x,e,f,t,w,w,o,w,v,l,p
f,e,f,t,p,p,o,w,v,p,p
x,e,f,t,w,w,o,w,v,p,p
x,n,f,t,p,w,o,w,v,d,p
x,e,f,t,w,p,o,w,v,l,p
x,e,f,t,w,p,o,w,v,l,p
x,n,f,t,w,p,o,w,v,d,p
x,n,f,t,p,w,o,w,v,l,p
f,e,f,t,p,p,o,w,v,d,p
f,e,f,t,w,w,o,w,v,d,p
x,n,f,t,w,w,o,w,v,d,p
x,e,f,t,p,p,o,w,v,l,p
f,n,f,t,w,p,o,w,v,l,p
x,n,f,t,p,w,o,w,v,d,p
f,e,f,t,p,w,o,w,v,d,p
k,n,f,t,w,p,o,w,v,p,p
x,n,f,t,p,p,o,w,v,l,p
f,n,f,t,w,p,o,w,v,p,p
k,n,f,t,w,p,o,w,v,p,p
f,e,f,t,w,w,o,w,v,d,p
f,n,f,t,p,w,o,w,v,p,p
x,e,f,t,w,p,o,w,v,d,p
x,n,f,t,p,p,o,w,v,l,p
f,n,f,t,p,p,o,w,v,p,p
f,n,f,t,p,w,o,w,v,p,p
x,e,f,t,w,w,o,w,v,l,p
f,n,f,t,w,w,o,w,v,l,p
x,e,f,t,p,w,o,w,v,p,p
f,n,f,t,w,w,o,w,v,l,p
f,e,f,t,w,w,o,w,v,p,p
x,e,f,t,p,w,o,w,v,l,p
f,e,f,t,p,p,o,w,v,l,p
k,n,f,t,w,w,o,w,v,d,p
x,e,f,t,p,w,o,w,v,p,p
x,n,f,t,p,p,o,w,v,l,p
f,e,f,t,p,w,o,w,v,p,p
f,e,f,t,w,w,o,w,v,p,p
b,g,f,e,w,w,t,w,s,g,e
x,n,f,t,w,w,o,w,v,p,p
k,n,f,t,w,p,o,w,v,p,p
b,n,f,e,o,o,o,y,v,l,e
f,n,f,t,p,p,o,w,v,d,p
f,n,f,t,p,w,o,w,v,d,p
x,e,f,t,w,p,o,w,v,d,p
x,e,f,t,p,p,o,w,v,d,p
k,c,f,e,c,c,n,w,c,d,p
x,e,f,t,w,w,o,w,v,l,p
f,n,f,t,w,p,o,w,v,p,p
x,n,f,t,p,p,o,w,v,l,p
x,e,f,t,w,w,o,w,v,d,p
x,e,f,t,p,w,o,w,v,d,p
f,e,f,t,p,w,o,w,v,l,p
f,n,f,t,p,w,o,w,v,d,p
f,n,f,t,w,w,o,w,v,d,p
f,e,f,t,p,p,o,w,v,p,p
x,e,f,t,p,p,o,w,v,l,p
f,e,f,t,w,p,o,w,v,d,p
f,n,f,t,p,w,o,w,v,l,p
x,e,f,t,w,w,o,w,v,l,p
f,e,f,t,p,p,o,w,v,p,p
f,e,f,t,w,w,o,w,v,l,p
f,e,f,t,p,w,o,w,v,p,p
x,e,f,t,w,w,o,w,v,p,p
x,e,f,t,p,p,o,w,v,d,p
k,e,f,t,w,w,o,w,v,p,p
x,e,f,t,w,w,o,w,v,l,p
x,e,f,t,p,w,o,w,v,d,p
x,n,f,t,p,w,o,w,v,d,p
x,n,f,t,w,w,o,w,v,l,p
f,n,f,t,p,w,o,w,v,d,p
f,n,f,t,w,p,o,w,v,p,p
x,e,f,t,w,p,o,w,v,d,p
k,n,f,t,p,w,o,w,v,p,p
f,n,f,t,w,w,o,w,v,d,p
f,n,f,t,w,w,o,w,v,d,p
f,e,f,t,p,p,o,w,v,p,p
f,e,f,t,p,p,o,w,v,l,p
f,n,f,t,p,w,o,w,v,d,p
x,e,f,t,w,p,o,w,v,l,p
f,n,f,t,w,w,o,w,v,d,p
f,n,f,t,w,w,o,w,v,d,p
f,e,f,t,p,p,o,w,v,p,p
x,n,f,t,p,p,o,w,v,d,p
f,e,f,t,w,w,o,w,v,d,p
k,n,f,t,p,w,o,w,v,l,p
f,n,f,t,w,w,o,w,v,p,p
f,n,f,t,p,w,o,w,v,p,p
f,e,f,t,p,p,o,w,v,l,p
x,n,f,t,w,w,o,w,v,l,p
f,e,f,t,p,w,o,w,v,p,p
x,e,f,t,w,w,o,w,v,d,p
f,e,f,t,p,w,o,w,v,d,p
x,e,f,t,p,p,o,w,v,p,p
f,e,f,t,w,p,o,w,v,p,p
f,n,f,t,w,p,o,w,v,p,p
x,n,f,t,p,w,o,w,v,p,p
x,e,f,t,p,p,o,w,v,d,p
f,e,f,t,w,w,o,w,v,d,p
x,e,f,t,p,w,o,w,v,l,p
x,n,f,t,w,w,o,w,v,l,p
f,e,f,t,p,p,o,w,v,d,p
x,e,f,t,w,p,o,w,v,l,p
